number,State,population,population category,State2,score final,Website,TLS Level,Certificate Expiry,Certificate Signed,Country Code,Domain,cert_type,Country Code2,SWEET 32,Certificate Issuer,HTTP Check,HEARTBLEED,HSTS_CHECK,PORT 80,POODLE,DROWN,FREAK,County_site,Number of Open Ports,protocol1,protocol2,protocol3,protocol4,protocol5,protocol6,protocol7
1524,NC,206615,"150,000 to 249,999",NC,13,cabarruscounty.us,TLS 1.2, not expired, not self-signed, US, .us, EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,cabarruscounty.us,1,ssh,,,,,,
1525,NC,69070,"1 to 75,000",NC,12,carteretcountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,carteretcountync.gov,0,,,,,,,
1526,NC,22684,"1 to 75,000",NC,15,caswellcountync.gov,TLS 1.3, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Cloudflare Inc ECC CA-3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,caswellcountync.gov,2,,,,,,,
1527,NC,157613,"150,000 to 249,999",NC,12,catawbacountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 302 Redirect,NOT VULNERABLE,No HSTS,Open,VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,catawbacountync.gov,0,,,,,,,
1528,NC,71338,"1 to 75,000",NC,11,chathamnc.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,chathamnc.org,0,,,,,,,
1529,NC,14097,"1 to 75,000",NC,13,chowancounty-nc.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, R3,Unknown,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,chowancounty-nc.gov,0,,,,,,,
1530,NC,47168,"1 to 75,000",NC,14,co.beaufort.nc.us,TLS 1.3, not expired, not self-signed, US, .us, EV, US, NOT VULNERABLE, Starfield Secure Certificate Authority - G2,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.beaufort.nc.us,9,ftp,ssh,dns,,,,
1531,NC,332861,"250,000 to 499,999",NC,12,co.cumberland.nc.us,TLS 1.2, not expired, not self-signed, US, .us, EV, US,VULNERABLE, GeoTrust TLS DV RSA Mixed SHA256 2020 CA-1,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.cumberland.nc.us,0,,,,,,,
1532,NC,175538,"150,000 to 249,999",NC,11,co.iredell.nc.us,TLS 1.2, not expired, not self-signed, US, .us, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.iredell.nc.us,0,,,,,,,
1533,NC,144836,"75,001 to 149,999",NC,11,co.orange.nc.us,TLS 1.2, not expired, not self-signed, US, .us, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.orange.nc.us,0,,,,,,,
1534,NC,132596,"75,001 to 149,999",NC,13,co.robeson.nc.us,TLS 1.3, not expired, not self-signed, US, .us, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.robeson.nc.us,0,,,,,,,
1535,NC,91077,"75,001 to 149,999",NC,14,co.rockingham.nc.us,TLS 1.2, not expired, not self-signed, US, .us, EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,Strict Transport Security Found,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.rockingham.nc.us,0,,,,,,,
1536,NC,71971,"1 to 75,000",NC,12,co.surry.nc.us,TLS 1.2, not expired, not self-signed, US, .us, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.surry.nc.us,2,telnet,,,,,,
1537,NC,311848,"250,000 to 499,999",NC,13,dconc.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,dconc.gov,0,,,,,,,
1538,NC,58967,"1 to 75,000",NC,13,duplincountync.com,TLS 1.3, not expired, not self-signed, US, .com, EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,duplincountync.com,1,ssh,,,,,,
1539,NC,52648,"1 to 75,000",NC,13,edgecombecountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US,VULNERABLE, R3,HTTP/1.1 302 Redirect,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,edgecombecountync.gov,0,,,,,,,
1540,NC,375195,"250,000 to 499,999",NC,10,forsyth.cc,TLS 1.2, not expired, not self-signed, US, unknown, non-EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,forsyth.cc,0,,,,,,,
1541,NC,8509,"1 to 75,000",NC,13,grahamcounty.org,TLS 1.3, not expired, not self-signed, US, .org, EV, US, NOT VULNERABLE," cPanel, Inc. Certification Authority",HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,grahamcounty.org,8,ftp,ssh,,,,,
1542,NC,527868,"500,000 to 999,999",NC,10,guilfordcountync.gov,No TLS, not expired, not self-signed, Unknown, .gov, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,guilfordcountync.gov,0,,,,,,,
1543,NC,51190,"1 to 75,000",NC,11,halifaxnc.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US,VULNERABLE, R3,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,halifaxnc.com,0,,,,,,,
1544,NC,132283,"75,001 to 149,999",NC,9,harnett.org,TLS 1.2, not expired, not self-signed, US, .org, EV, US,VULNERABLE, GeoTrust RSA CA 2018,Unknown,NOT VULNERABLE,No HSTS,Open,VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,harnett.org,0,,,,,,,
1545,NC,61053,"1 to 75,000",NC,14,haywoodcountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,haywoodcountync.gov,0,,,,,,,
1546,NC,114913,"75,001 to 149,999",NC,14,hendersonvillenc.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,hendersonvillenc.gov,0,,,,,,,
1547,NC,24012,"1 to 75,000",NC,13,hertfordcountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,hertfordcountync.gov,0,,,,,,,
1548,NC,53957,"1 to 75,000",NC,7,hokecounty.org,No TLS, not expired, not self-signed, Unknown, .org, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,hokecounty.org,0,,,,,,,
1549,NC,42938,"1 to 75,000",NC,12,jacksonnc.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,jacksonnc.org,1,ftp,,,,,,
1550,NC,196870,"150,000 to 249,999",NC,10,johnstonnc.com,TLS 1.2, not expired, not self-signed, US, .com, EV, US,VULNERABLE, DigiCert SHA2 Secure Server CA,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,johnstonnc.com,0,,,,,,,
1551,NC,9594,"1 to 75,000",NC,13,jonescountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, R3,Unknown,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,jonescountync.gov,0,,,,,,,
1552,NC,1074475,"1,000,000",NC,15,mecknc.gov,TLS 1.3, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, DigiCert SHA2 Secure Server CA,HTTP/1.1 302 Redirect,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,mecknc.gov,0,,,,,,,
1553,NC,97294,"75,001 to 149,999",NC,13,mooresvillenc.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,mooresvillenc.gov,0,,,,,,,
1554,NC,94030,"75,001 to 149,999",NC,12,nashcountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,nashcountync.gov,0,,,,,,,
1555,NC,227938,"150,000 to 249,999",NC,13,nhcgov.com,TLS 1.3, not expired, not self-signed, US, .com, EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,nhcgov.com,0,,,,,,,
1556,NC,19946,"1 to 75,000",NC,8,northamptonnc.com,TLS 1.2, not expired, not self-signed, Unknown, .com, non-EV, Unknown,VULNERABLE, Amazon EC2,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,northamptonnc.com,0,,,,,,,
1557,NC,195069,"150,000 to 249,999",NC,12,onslowcountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US,VULNERABLE, Cloudflare Inc ECC CA-3,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,onslowcountync.gov,2,,,,,,,
1558,NC,12701,"1 to 75,000",NC,11,pamlicocounty.org,TLS 1.2, not expired, not self-signed, US, .org, EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,pamlicocounty.org,0,,,,,,,
1559,NC,39514,"1 to 75,000",NC,12,pasquotankcountync.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, R3,HTTP 4XX,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,pasquotankcountync.org,0,,,,,,,
1560,NC,60399,"1 to 75,000",NC,14,pendercountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,pendercountync.gov,3,ftp,ssh,,,,,
1561,NC,13430,"1 to 75,000",NC,16,perquimanscountync.gov,TLS 1.3, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE," cPanel, Inc. Certification Authority",HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,perquimanscountync.gov,9,ftp,dns,,,,,
1562,NC,140296,"75,001 to 149,999",NC,14,rowancountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, DigiCert SHA2 Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,rowancountync.gov,0,,,,,,,
1563,NC,61588,"1 to 75,000",NC,15,stanlycountync.gov,TLS 1.3, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,stanlycountync.gov,0,,,,,,,
1564,NC,33775,"1 to 75,000",NC,13,transylvaniacounty.org,TLS 1.3, not expired, not self-signed, US, .org, EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,transylvaniacounty.org,0,,,,,,,
1565,NC,231053,"150,000 to 249,999",NC,14,unioncountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, RapidSSL RSA CA 2018,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,unioncountync.gov,0,,,,,,,
1566,NC,1069079,"1,000,000",NC,12,wakegov.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,wakegov.com,0,,,,,,,
1567,NC,54925,"1 to 75,000",NC,5,wataugacounty.org,No TLS, not expired, not self-signed, Unknown, .org, non-EV, Unknown,VULNERABLE, WEBSVR,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,wataugacounty.org,0,,,,,,,
1568,NC,68469,"1 to 75,000",NC,12,wilkescounty.net,TLS 1.2, not expired, not self-signed, US, .net, EV, US, NOT VULNERABLE, RapidSSL RSA CA 2018,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,wilkescounty.net,0,,,,,,,
1569,NC,19380,"1 to 75,000",NC,9,www.co.bertie.nc.us,unknown, not expired, not self-signed, Unknown, .us, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,www.co.bertie.nc.us,0,,,,,,,
1570,NC,37602,"1 to 75,000",NC,10,yadkincountync.gov,unknown, not expired, not self-signed, Unknown, .gov, non-EV, Unknown, NOT VULNERABLE, not found,Unknown,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,yadkincountync.gov,0,,,,,,,
1571,NC,37213,"1 to 75,000",NC,15,alexandercountync.gov,TLS 1.3, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,alexandercountync.gov,10,ftp,ssh,dns,,,,
1572,NC,24902,"1 to 75,000",NC,10,co.anson.nc.us,unknown, not expired, not self-signed, Unknown, .us, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.anson.nc.us,14,dns,rdp,,,,,
1573,NC,26863,"1 to 75,000",NC,12,ashecountygov.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,ashecountygov.com,2,ssh,,,,,,
1574,NC,17506,"1 to 75,000",NC,12,averycountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,averycountync.gov,2,telnet,,,,,,
1575,NC,89968,"75,001 to 149,999",NC,11,burkenc.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,burkenc.org,0,,,,,,,
1576,NC,81884,"75,001 to 149,999",NC,12,caldwellcountync.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US,VULNERABLE," cPanel, Inc. Certification Authority",HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,caldwellcountync.org,2,ftp,,,,,,
1577,NC,10551,"1 to 75,000",NC,15,camdencountync.gov,TLS 1.3, expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE," cPanel, Inc. Certification Authority",HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,camdencountync.gov,9,ftp,dns,,,,,
1578,NC,27969,"1 to 75,000",NC,11,cherokeecounty-nc.gov,TLS 1.2, not expired,self-signed, US, .gov, non-EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,cherokeecounty-nc.gov,1,ftp,,,,,,
1579,NC,10946,"1 to 75,000",NC,12,clayconc.com,TLS 1.3, not expired, not self-signed, US, .com, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,clayconc.com,2,,,,,,,
1580,NC,97282,"75,001 to 149,999",NC,12,clevelandcounty.com,TLS 1.3, not expired, not self-signed, US, .com, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,clevelandcounty.com,12,ftp,ssh,dns,,,,
1581,NC,56068,"1 to 75,000",NC,8,columbusco.org,unknown, not expired, not self-signed, Unknown, .org, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,columbusco.org,12,ftp,smtp,dns,rdp,,,
1582,NC,102491,"75,001 to 149,999",NC,14,cravencountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,cravencountync.gov,0,,,,,,,
1583,NC,26363,"1 to 75,000",NC,12,co.currituck.nc.us,TLS 1.2, not expired, not self-signed, US, .us, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.currituck.nc.us,0,,,,,,,
1584,NC,36222,"1 to 75,000",NC,11,darenc.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,darenc.com,0,,,,,,,
1585,NC,165381,"150,000 to 249,999",NC,12,co.davidson.nc.us,TLS 1.2, not expired, not self-signed, US, .us, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.davidson.nc.us,0,,,,,,,
1586,NC,42257,"1 to 75,000",NC,10,daviecountync.gov,unknown, not expired, not self-signed, Unknown, .gov, non-EV, Unknown, NOT VULNERABLE, not found,Unknown,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,daviecountync.gov,0,,,,,,,
1587,NC,66362,"1 to 75,000",NC,13,franklincountync.us,TLS 1.2, not expired, not self-signed, US, .us, EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,franklincountync.us,2,ssh,,,,,,
1588,NC,219271,"150,000 to 249,999",NC,11,gastongov.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,gastongov.com,0,,,,,,,
1589,NC,11548,"1 to 75,000",NC,13,gatescountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, R3,Unknown,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,gatescountync.gov,0,,,,,,,
1590,NC,59328,"1 to 75,000",NC,12,granvillecounty.org,TLS 1.2, not expired, not self-signed, US, .org, EV, US, NOT VULNERABLE, Starfield Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,granvillecounty.org,1,ftp,,,,,,
1591,NC,21033,"1 to 75,000",NC,14,greenecountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE," cPanel, Inc. Certification Authority",HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,greenecountync.gov,8,ftp,,,,,,
1592,NC,5213,"1 to 75,000",NC,14,hydecountync.gov,TLS 1.3, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Cloudflare Inc ECC CA-3,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,hydecountync.gov,2,,,,,,,
1593,NC,60481,"1 to 75,000",NC,13,leecountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US,VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,leecountync.gov,1,rdp,,,,,,
1594,NC,56756,"1 to 75,000",NC,14,lenoircountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE," cPanel, Inc. Certification Authority",HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,lenoircountync.gov,8,ftp,,,,,,
1595,NC,82919,"75,001 to 149,999",NC,8,lincolncounty.org,unknown, not expired, not self-signed, Unknown, .org, non-EV, Unknown, NOT VULNERABLE, not found,Unknown,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,lincolncounty.org,0,,,,,,,
1596,NC,34813,"1 to 75,000",NC,12,maconnc.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,maconnc.org,8,ftp,dns,,,,,
1597,NC,21499,"1 to 75,000",NC,14,madisoncountync.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,madisoncountync.gov,0,,,,,,,
1598,NC,22849,"1 to 75,000",NC,11,martincountyncgov.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,martincountyncgov.com,0,,,,,,,
1599,NC,45227,"1 to 75,000",NC,13,mcdowellgov.com,TLS 1.3, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,mcdowellgov.com,2,ftp,ssh,,,,,
1600,NC,15004,"1 to 75,000",NC,12,mitchellcounty.org,TLS 1.3, not expired, not self-signed, US, .org, EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,mitchellcounty.org,0,,,,,,,
1601,NC,27252,"1 to 75,000",NC,12,montgomerycountync.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,montgomerycountync.com,2,ssh,,,,,,
1602,NC,39345,"1 to 75,000",NC,10,personcountync.gov,unknown, not expired, not self-signed, Unknown, .gov, non-EV, Unknown, NOT VULNERABLE, not found,Unknown,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,personcountync.gov,0,,,,,,,
